"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVN","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.170469092,
"SVN","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.672789966,
"SVN","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.232079914,
"SVN","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.314134816,
"SVN","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.58942629,
"SVN","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.955288432,
"SVN","QGDP","TOT","PC_CHGPP","Q","2002-Q1",1.32719934,
"SVN","QGDP","TOT","PC_CHGPP","Q","2002-Q2",-0.043086234,
"SVN","QGDP","TOT","PC_CHGPP","Q","2002-Q3",1.13750201,
"SVN","QGDP","TOT","PC_CHGPP","Q","2002-Q4",1.653855143,
"SVN","QGDP","TOT","PC_CHGPP","Q","2003-Q1",-0.018302912,
"SVN","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.240935022,
"SVN","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.411016833,
"SVN","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.628612697,
"SVN","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.047307112,
"SVN","QGDP","TOT","PC_CHGPP","Q","2004-Q2",1.206577338,
"SVN","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.976356103,
"SVN","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.414835882,
"SVN","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.923151647,
"SVN","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.712381049,
"SVN","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.830186109,
"SVN","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.758159722,
"SVN","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.7721711,
"SVN","QGDP","TOT","PC_CHGPP","Q","2006-Q2",2.100714613,
"SVN","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.687871466,
"SVN","QGDP","TOT","PC_CHGPP","Q","2006-Q4",2.188848017,
"SVN","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.883521872,
"SVN","QGDP","TOT","PC_CHGPP","Q","2007-Q2",1.235518861,
"SVN","QGDP","TOT","PC_CHGPP","Q","2007-Q3",2.043962981,
"SVN","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.232589618,
"SVN","QGDP","TOT","PC_CHGPP","Q","2008-Q1",1.580555353,
"SVN","QGDP","TOT","PC_CHGPP","Q","2008-Q2",1.651873775,
"SVN","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.548672364,
"SVN","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-3.719971451,
"SVN","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-4.418089702,
"SVN","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-1.101833244,
"SVN","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.276208675,
"SVN","QGDP","TOT","PC_CHGPP","Q","2009-Q4",-0.106838325,
"SVN","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-0.163381662,
"SVN","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.783553057,
"SVN","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.269926801,
"SVN","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.548322212,
"SVN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.611093451,
"SVN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.485400426,
"SVN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.207271164,
"SVN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.036460139,
"SVN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.611197952,
"SVN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-1.779977501,
"SVN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.181037779,
"SVN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-1.983653279,
"SVN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.170583433,
"SVN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.327827371,
"SVN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.00352817,
"SVN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",1.932350097,
"SVN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.08251902,
"SVN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.854665925,
"SVN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.606042367,
"SVN","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.145007464,
"SVN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.473086248,
"SVN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.665832076,
"SVN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.641921375,
"SVN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.189882398,
"SVN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",1.045711877,
"SVN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.234334299,
"SVN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.877382972,
"SVN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.806725745,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.722514629,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.303935816,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.771073967,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",2.200245946,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.215684597,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.253294697,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.201185645,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.282905532,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.758285682,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.123649049,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.647934596,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.060987302,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-4.820321918,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-10.137357128,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",12.197515469,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-1.048408261,
"FIN","QGDP","TOT","PC_CHGPP","Q","2000-Q1",2.531286895,
"FIN","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.870526461,
"FIN","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.614155251,
"FIN","QGDP","TOT","PC_CHGPP","Q","2000-Q4",1.157121352,
"FIN","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.302074541,
"FIN","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.128437929,
"FIN","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.723195329,
"FIN","QGDP","TOT","PC_CHGPP","Q","2001-Q4",-0.21298553,
"FIN","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.851560093,
"FIN","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.927279471,
"FIN","QGDP","TOT","PC_CHGPP","Q","2002-Q3",-0.557741364,
"FIN","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.793478261,
"FIN","QGDP","TOT","PC_CHGPP","Q","2003-Q1",-0.787231748,
"FIN","QGDP","TOT","PC_CHGPP","Q","2003-Q2",1.480434783,
"FIN","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.62378698,
"FIN","QGDP","TOT","PC_CHGPP","Q","2003-Q4",1.25213432,
"FIN","QGDP","TOT","PC_CHGPP","Q","2004-Q1",-0.422626111,
"FIN","QGDP","TOT","PC_CHGPP","Q","2004-Q2",1.683044115,
"FIN","QGDP","TOT","PC_CHGPP","Q","2004-Q3",1.225454919,
"FIN","QGDP","TOT","PC_CHGPP","Q","2004-Q4",1.478743068,
"FIN","QGDP","TOT","PC_CHGPP","Q","2005-Q1",1.020837086,
"FIN","QGDP","TOT","PC_CHGPP","Q","2005-Q2",-1.388971448,
"FIN","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.223677865,
"FIN","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.198503285,
"FIN","QGDP","TOT","PC_CHGPP","Q","2006-Q1",2.662598807,
"FIN","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.326122614,
"FIN","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.94248894,
"FIN","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.804115854,
"FIN","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.911080867,
"FIN","QGDP","TOT","PC_CHGPP","Q","2007-Q2",1.789920798,
"FIN","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.907467473,
"FIN","QGDP","TOT","PC_CHGPP","Q","2007-Q4",1.329095637,
"FIN","QGDP","TOT","PC_CHGPP","Q","2008-Q1",-0.119404049,
"FIN","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-0.794004818,
"FIN","QGDP","TOT","PC_CHGPP","Q","2008-Q3",0.334532374,
"FIN","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-2.163625282,
"FIN","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-6.475017864,
"FIN","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.432951317,
"FIN","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.934597828,
"FIN","QGDP","TOT","PC_CHGPP","Q","2009-Q4",-0.748552603,
"FIN","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.964352352,
"FIN","QGDP","TOT","PC_CHGPP","Q","2010-Q2",2.775940552,
"FIN","QGDP","TOT","PC_CHGPP","Q","2010-Q3",-0.429655708,
"FIN","QGDP","TOT","PC_CHGPP","Q","2010-Q4",2.149944873,
"FIN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.543387238,
"FIN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.203594366,
"FIN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.155789239,
"FIN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-0.009258745,
"FIN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.411126338,
"FIN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-1.067390658,
"FIN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-0.390962746,
"FIN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.067932219,
"FIN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.796857887,
"FIN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.384498249,
"FIN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.333725208,
"FIN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",-0.171977171,
"FIN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",-0.726956061,
"FIN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.162093099,
"FIN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.344604371,
"FIN","QGDP","TOT","PC_CHGPP","Q","2014-Q4",-0.254245328,
"FIN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-0.677179434,
"FIN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",1.503399406,
"FIN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",-0.086792453,
"FIN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.494769045,
"FIN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",1.238349369,
"FIN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.185614849,
"FIN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.172765169,
"FIN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.485276883,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.018715944,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.013854813,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.325034825,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.870478496,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.270007941,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.105600338,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.125092498,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.241677986,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.804237646,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.857177773,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.250986637,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.572648238,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.9250048,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-4.257755386,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.203311868,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.36369471,
"BRA","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.062450917,
"BRA","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.392789446,
"BRA","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.211020001,
"BRA","QGDP","TOT","PC_CHGPP","Q","2000-Q4",1.227357376,
"BRA","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.331359458,
"BRA","QGDP","TOT","PC_CHGPP","Q","2001-Q2",-0.476187407,
"BRA","QGDP","TOT","PC_CHGPP","Q","2001-Q3",-0.494941913,
"BRA","QGDP","TOT","PC_CHGPP","Q","2001-Q4",-0.319870933,
"BRA","QGDP","TOT","PC_CHGPP","Q","2002-Q1",2.448554684,
"BRA","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.331064826,
"BRA","QGDP","TOT","PC_CHGPP","Q","2002-Q3",1.333128468,
"BRA","QGDP","TOT","PC_CHGPP","Q","2002-Q4",1.007652926,
"BRA","QGDP","TOT","PC_CHGPP","Q","2003-Q1",-0.417873645,
"BRA","QGDP","TOT","PC_CHGPP","Q","2003-Q2",-0.845730108,
"BRA","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.927659603,
"BRA","QGDP","TOT","PC_CHGPP","Q","2003-Q4",1.032093341,
"BRA","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.393285962,
"BRA","QGDP","TOT","PC_CHGPP","Q","2004-Q2",2.775879015,
"BRA","QGDP","TOT","PC_CHGPP","Q","2004-Q3",1.245740316,
"BRA","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.760795762,
"BRA","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.841073248,
"BRA","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.184165704,
"BRA","QGDP","TOT","PC_CHGPP","Q","2005-Q3",-0.658730748,
"BRA","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.289489205,
"BRA","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.605855061,
"BRA","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.324756101,
"BRA","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.661274403,
"BRA","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.178393779,
"BRA","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.868956649,
"BRA","QGDP","TOT","PC_CHGPP","Q","2007-Q2",1.682226821,
"BRA","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.034703601,
"BRA","QGDP","TOT","PC_CHGPP","Q","2007-Q4",1.501993814,
"BRA","QGDP","TOT","PC_CHGPP","Q","2008-Q1",1.235324461,
"BRA","QGDP","TOT","PC_CHGPP","Q","2008-Q2",2.113290536,
"BRA","QGDP","TOT","PC_CHGPP","Q","2008-Q3",1.571999633,
"BRA","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-3.77997119,
"BRA","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-1.384500229,
"BRA","QGDP","TOT","PC_CHGPP","Q","2009-Q2",1.798241567,
"BRA","QGDP","TOT","PC_CHGPP","Q","2009-Q3",2.345643928,
"BRA","QGDP","TOT","PC_CHGPP","Q","2009-Q4",2.550410793,
"BRA","QGDP","TOT","PC_CHGPP","Q","2010-Q1",2.135599963,
"BRA","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.221998914,
"BRA","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.895048687,
"BRA","QGDP","TOT","PC_CHGPP","Q","2010-Q4",1.390153095,
"BRA","QGDP","TOT","PC_CHGPP","Q","2011-Q1",1.418158692,
"BRA","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.964292508,
"BRA","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.211796892,
"BRA","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.893180002,
"BRA","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-1.389883834,
"BRA","QGDP","TOT","PC_CHGPP","Q","2012-Q2",1.7775918,
"BRA","QGDP","TOT","PC_CHGPP","Q","2012-Q3",1.752187323,
"BRA","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.026731882,
"BRA","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.530732549,
"BRA","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.473184912,
"BRA","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.424503168,
"BRA","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.134169464,
"BRA","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.878223478,
"BRA","QGDP","TOT","PC_CHGPP","Q","2014-Q2",-1.497505239,
"BRA","QGDP","TOT","PC_CHGPP","Q","2014-Q3",-0.048616265,
"BRA","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.509099021,
"BRA","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-0.76434838,
"BRA","QGDP","TOT","PC_CHGPP","Q","2015-Q2",-2.378700467,
"BRA","QGDP","TOT","PC_CHGPP","Q","2015-Q3",-1.643999308,
"BRA","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-0.771498325,
"BRA","QGDP","TOT","PC_CHGPP","Q","2016-Q1",-1.476836697,
"BRA","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.379139439,
"BRA","QGDP","TOT","PC_CHGPP","Q","2016-Q3",-0.600508804,
"BRA","QGDP","TOT","PC_CHGPP","Q","2016-Q4",-0.115353047,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.094177437,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.794368768,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.211605685,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.445640694,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.733876673,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.106108803,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.90973818,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-0.356094661,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.912348564,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.394451462,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.109534965,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.365492576,
"BRA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.056966823,
"BRA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-9.215067249,
"BRA","QGDP","TOT","PC_CHGPP","Q","2020-Q3",7.6637545,
"BRA","QGDP","TOT","PC_CHGPP","Q","2020-Q4",3.162476077,
"NLD","QGDP","TOT","PC_CHGPP","Q","2000-Q1",0.62271,
"NLD","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.116803,
"NLD","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.825163,
"NLD","QGDP","TOT","PC_CHGPP","Q","2000-Q4",1.299729491,
"NLD","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.108520673,
"NLD","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.505669,
"NLD","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.173788,
"NLD","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.322515,
"NLD","QGDP","TOT","PC_CHGPP","Q","2002-Q1",-0.610179972,
"NLD","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.348263578,
"NLD","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.155263883,
"NLD","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.149651197,
"NLD","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.017344153,
"NLD","QGDP","TOT","PC_CHGPP","Q","2003-Q2",-0.345329821,
"NLD","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.088712714,
"NLD","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.535395783,
"NLD","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.905236953,
"NLD","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.476796103,
"NLD","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.149388239,
"NLD","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.218014009,
"NLD","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.322858268,
"NLD","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.703469864,
"NLD","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.342952261,
"NLD","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.630550925,
"NLD","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.623937874,
"NLD","QGDP","TOT","PC_CHGPP","Q","2006-Q2",1.497031303,
"NLD","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.598152747,
"NLD","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.824500468,
"NLD","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.145697378,
"NLD","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.511646773,
"NLD","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.117501907,
"NLD","QGDP","TOT","PC_CHGPP","Q","2007-Q4",1.353023647,
"NLD","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.327531403,
"NLD","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.492586831,
"NLD","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.122148031,
"NLD","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-0.659940783,
"NLD","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-3.593640804,
"NLD","QGDP","TOT","PC_CHGPP","Q","2009-Q2",0.002508579,
"NLD","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.400707908,
"NLD","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.602328461,
"NLD","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-0.188883032,
"NLD","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.43876258,
"NLD","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.441571004,
"NLD","QGDP","TOT","PC_CHGPP","Q","2010-Q4",1.127694556,
"NLD","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.57721729,
"NLD","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.089564655,
"NLD","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.000816945,
"NLD","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-0.601770001,
"NLD","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.211480401,
"NLD","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.052873225,
"NLD","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-0.427677561,
"NLD","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.700495157,
"NLD","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.323473218,
"NLD","QGDP","TOT","PC_CHGPP","Q","2013-Q2",-0.181862756,
"NLD","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.602941857,
"NLD","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.635444489,
"NLD","QGDP","TOT","PC_CHGPP","Q","2014-Q1",-0.094668399,
"NLD","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.584946205,
"NLD","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.249791674,
"NLD","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.89607136,
"NLD","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.595551053,
"NLD","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.309680292,
"NLD","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.342861899,
"NLD","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.016287765,
"NLD","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.916492852,
"NLD","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.232835343,
"NLD","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.122431835,
"NLD","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.842836721,
"NLD","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.507585472,
"NLD","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.881160797,
"NLD","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.727858252,
"NLD","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.791994666,
"NLD","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.457198359,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.60398532,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.221109846,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.406568278,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.506884582,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.357657943,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.330901959,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.45347504,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.494445659,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.542121912,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2020-Q3",7.752326244,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.125988109,"P"
"USA","QGDP","TOT","PC_CHGPP","Q","2000-Q1",0.361760152,
"USA","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.831164672,
"USA","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.133555285,
"USA","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.622889589,
"USA","QGDP","TOT","PC_CHGPP","Q","2001-Q1",-0.285177655,
"USA","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.58455579,
"USA","QGDP","TOT","PC_CHGPP","Q","2001-Q3",-0.415038093,
"USA","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.272371373,
"USA","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.874514216,
"USA","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.605732536,
"USA","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.444571333,
"USA","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.154822636,
